Strength,SNR,Distance to Tower (km),Sim ,Primary Key,Location,Latitude,Longitude
-104.7761317,25.81919577,8.589909212,Jio,A,Jeev Mandir,26.40492826,75.87310389
-60.80616562,10.91532484,1.175756686,Airtel,B,Central Library,26.40433247,75.87225631
-88.72215862,17.9538745,9.595301623,Vodafone Idea (Vi),C,Surya Mandir,26.40469763,75.87134436
-83.72723167,21.07856998,6.405568605,BSNL,D,Shakuntalam Cricket Ground,26.40611983,75.87090448
-62.0205042,10.82324971,4.655729757,Jio,A,Swimming Pool,26.40610062,75.86979941
-88.87930343,17.58120893,8.624397571,Airtel,B,Banasthali Airstrip,26.40782069,75.86939171
-69.03867508,16.58684838,4.531494189,Vodafone Idea (Vi),C,Shri Shanta Ashray,26.40401535,75.86522892
-92.96402742,20.32704727,4.246136911,BSNL,D,Sharda Mandir,26.40687898,75.86595849
-100.5776189,19.54717409,4.027841793,Jio,A,Shri Shanta Nikay,26.40005612,75.87741688
-99.29704167,14.37814684,1.980425946,Airtel,B,Shri Shanta Ayanam,26.39930654,75.87637619
-97.26072599,11.6883322,8.43896205,Vodafone Idea (Vi),C,Shri Shanta Sanjavanam,26.39798036,75.87785676
-93.00180868,22.0127235,7.827526353,BSNL,D,Shri Shanta Uthjam,26.39713466,75.87677315
-69.38773602,23.00191406,0.48514003,Jio,A,Shri Shanta Sthanam,26.39682714,75.87629035
-82.62276203,19.86686623,6.958826114,Airtel,B,Shri Shanta Lok,26.39827827,75.87598995
-91.53953879,23.82853698,0.026374591,Vodafone Idea (Vi),C,Shri Shanta Teertham,26.39724037,75.87564662
-88.64095395,17.01346362,1.046168509,BSNL,D,Guest House,26.40128619,75.87829665
-92.45749868,12.67122615,8.837936618,Jio,A,Nav Mandir,26.4024778,75.87793187
-71.92983501,21.46682308,7.185333718,Airtel,B,Pragya Mandir,26.402276,75.87728814
-86.53983173,17.69269336,3.760974942,Vodafone Idea (Vi),C,Banasthali Book Centre,26.40242014,75.87611869
-107.7573002,21.38041404,6.081070853,BSNL,D,New Market,26.40111321,75.87550715
-97.61922845,19.19216626,4.674654526,Jio,A,Gaushala,26.40509162,75.87826446
-104.1384855,21.40428258,6.673711262,Airtel,B,Utkarsh Mandir,26.4051685,75.87637619
-81.37454739,19.58432838,8.078340299,Vodafone Idea (Vi),C,Shiksha Mandir,26.40548561,75.87559298
-65.73358429,22.82693588,4.288155972,BSNL,D,Vigyan Mandir,26.40462075,75.87386564
-81.3398539,24.59211264,3.476847809,Jio,A,Judo Centre,26.40054623,75.87250308
-82.63143613,22.51461127,4.807963676,Airtel,B,Shri Shanta Gram,26.40050779,75.87181643
-74.7921804,21.82001397,0.833339386,Vodafone Idea (Vi),C,Shri Shanta Kulum,26.40092101,75.87202028
-82.60121772,11.85134495,3.05544066,BSNL,D,Shri Shanta Alay,26.4016898,75.87032512
-93.13390122,15.94990032,6.519061927,Jio,A,Shri Shanta Nikunj,26.40241053,75.8718057
-76.37347334,21.77718752,5.984445841,Airtel,B,Shri Shanta Vishwa Needam,26.40259312,75.8710976
-61.2253173,20.90203083,0.528186914,Vodafone Idea (Vi),C,Mukteshwari Canteen,26.40323697,75.87082938
-99.34162562,14.18213255,8.504211684,BSNL,D,Horse Riding Ground,26.40571624,75.8735545
-101.8154386,12.33178509,7.610941938,Jio,A,Jeev Mandir,26.40492826,75.87310389
-60.5730401,21.74116935,2.440014738,Airtel,B,Central Library,26.40433247,75.87225631
-89.36898241,25.99993551,7.130467005,Vodafone Idea (Vi),C,Surya Mandir,26.40469763,75.87134436
-101.7384172,29.41341797,5.665637887,BSNL,D,Shakuntalam Cricket Ground,26.40611983,75.87090448
-98.87749054,28.21214229,0.429048293,Jio,A,Swimming Pool,26.40610062,75.86979941
-101.6580537,25.82563212,5.576214264,Airtel,B,Banasthali Airstrip,26.40782069,75.86939171
-73.2751662,25.70085332,4.863201029,Vodafone Idea (Vi),C,Shri Shanta Ashray,26.40401535,75.86522892
-96.8278365,26.60063645,8.901231132,BSNL,D,Sharda Mandir,26.40687898,75.86595849
-77.52882026,24.40024167,2.14836776,Jio,A,Shri Shanta Nikay,26.40005612,75.87741688
-60.73613826,14.32144958,1.425176078,Airtel,B,Shri Shanta Ayanam,26.39930654,75.87637619
-98.04337847,19.3917002,3.700229494,Vodafone Idea (Vi),C,Shri Shanta Sanjavanam,26.39798036,75.87785676
-95.64511149,13.44688487,8.353252134,BSNL,D,Shri Shanta Uthjam,26.39713466,75.87677315
-84.29650984,27.07446075,5.903976812,Jio,A,Shri Shanta Sthanam,26.39682714,75.87629035
-64.03380479,22.90643086,3.620939071,Airtel,B,Shri Shanta Lok,26.39827827,75.87598995
-98.74020628,14.70037935,5.444583568,Vodafone Idea (Vi),C,Shri Shanta Teertham,26.39724037,75.87564662
-57.99154817,13.97489993,6.749966569,BSNL,D,Guest House,26.40128619,75.87829665
-76.73659286,23.14461986,8.755713858,Jio,A,Nav Mandir,26.4024778,75.87793187
-69.65237665,27.34770743,2.954534952,Airtel,B,Pragya Mandir,26.402276,75.87728814
-111.5690188,16.55645523,0.516071805,Vodafone Idea (Vi),C,Banasthali Book Centre,26.40242014,75.87611869
-79.68016596,28.09154775,4.574777466,BSNL,D,New Market,26.40111321,75.87550715
-81.44884488,12.67307675,4.397578491,Jio,A,Gaushala,26.40509162,75.87826446
-79.99589216,13.47509069,3.645117106,Airtel,B,Utkarsh Mandir,26.4051685,75.87637619
-78.78338338,11.65099535,3.469768884,Vodafone Idea (Vi),C,Shiksha Mandir,26.40548561,75.87559298
-97.39547905,16.91202904,9.344055738,BSNL,D,Vigyan Mandir,26.40462075,75.87386564
-105.7622342,15.02185815,9.745104456,Jio,A,Judo Centre,26.40054623,75.87250308
-90.74282174,23.34280758,1.935766734,Airtel,B,Shri Shanta Gram,26.40050779,75.87181643
-76.06952864,23.16762764,0.800555857,Vodafone Idea (Vi),C,Shri Shanta Kulum,26.40092101,75.87202028
-72.65667709,29.96321345,7.742375468,BSNL,D,Shri Shanta Alay,26.4016898,75.87032512
-84.23027629,16.96964246,8.725389858,Jio,A,Shri Shanta Nikunj,26.40241053,75.8718057
-86.95392354,18.93112877,0.423349994,Airtel,B,Shri Shanta Vishwa Needam,26.40259312,75.8710976
-60.8124417,21.23717543,9.978742776,Vodafone Idea (Vi),C,Mukteshwari Canteen,26.40323697,75.87082938
-88.38204558,13.38695277,2.707697817,BSNL,D,Horse Riding Ground,26.40571624,75.8735545
-97.71157968,16.96432377,7.01842141,Jio,A,Jeev Mandir,26.40492826,75.87310389
-68.1619813,11.65521357,8.106906752,Airtel,B,Central Library,26.40433247,75.87225631
-70.47332629,27.13190866,8.191236035,Vodafone Idea (Vi),C,Surya Mandir,26.40469763,75.87134436
-81.20206985,26.70128689,4.778108941,BSNL,D,Shakuntalam Cricket Ground,26.40611983,75.87090448
-66.71057727,28.4120574,5.045920045,Jio,A,Swimming Pool,26.40610062,75.86979941
-75.5377333,27.7328654,4.30575839,Airtel,B,Banasthali Airstrip,26.40782069,75.86939171
-93.6592221,18.32076684,0.752881378,Vodafone Idea (Vi),C,Shri Shanta Ashray,26.40401535,75.86522892
-66.37756197,11.73430703,1.513172183,BSNL,D,Sharda Mandir,26.40687898,75.86595849
-115.2590443,18.88496359,9.605760051,Jio,A,Shri Shanta Nikay,26.40005612,75.87741688
-69.46550167,12.3302098,5.084549035,Airtel,B,Shri Shanta Ayanam,26.39930654,75.87637619
-75.01558487,12.71341549,9.150034146,Vodafone Idea (Vi),C,Shri Shanta Sanjavanam,26.39798036,75.87785676
-76.88160435,28.30605405,0.130565954,BSNL,D,Shri Shanta Uthjam,26.39713466,75.87677315
-97.97445887,27.08282188,3.121938027,Jio,A,Shri Shanta Sthanam,26.39682714,75.87629035
-97.18774019,18.97105473,7.639943649,Airtel,B,Shri Shanta Lok,26.39827827,75.87598995
-98.80624611,11.08907113,9.869545953,Vodafone Idea (Vi),C,Shri Shanta Teertham,26.39724037,75.87564662
-108.9544013,22.06184731,7.469346055,BSNL,D,Guest House,26.40128619,75.87829665
-87.25170385,20.67511319,7.812052071,Jio,A,Nav Mandir,26.4024778,75.87793187
-81.52732924,27.25012834,5.479388142,Airtel,B,Pragya Mandir,26.402276,75.87728814
-90.1791479,13.57431025,8.669606,Vodafone Idea (Vi),C,Banasthali Book Centre,26.40242014,75.87611869
-100.4558258,13.8999588,7.151927709,BSNL,D,New Market,26.40111321,75.87550715
-50.9337543,22.77754835,3.462686264,Jio,A,Gaushala,26.40509162,75.87826446
-74.34120379,15.16556387,9.318956868,Airtel,B,Utkarsh Mandir,26.4051685,75.87637619
-74.13039017,21.03295571,8.521278384,Vodafone Idea (Vi),C,Shiksha Mandir,26.40548561,75.87559298
-90.04954695,21.83069914,1.368024686,BSNL,D,Vigyan Mandir,26.40462075,75.87386564
-75.5064639,28.20097018,0.701950524,Jio,A,Judo Centre,26.40054623,75.87250308
-83.56263178,26.34258514,0.670548082,Airtel,B,Shri Shanta Gram,26.40050779,75.87181643
-64.82829278,11.67581472,0.214151275,Vodafone Idea (Vi),C,Shri Shanta Kulum,26.40092101,75.87202028
-73.03805236,21.00735314,5.158603338,BSNL,D,Shri Shanta Alay,26.4016898,75.87032512
-90.1133173,21.24147986,7.533771131,Jio,A,Shri Shanta Nikunj,26.40241053,75.8718057
-91.62268866,15.31713845,2.92342766,Airtel,B,Shri Shanta Vishwa Needam,26.40259312,75.8710976
-74.50245908,26.87310871,0.404121584,Vodafone Idea (Vi),C,Mukteshwari Canteen,26.40323697,75.87082938
-63.69718882,13.36240292,7.847777451,BSNL,D,Horse Riding Ground,26.40571624,75.8735545
-70.7717977,12.69320604,4.652416919,Jio,A,Jeev Mandir,26.40492826,75.87310389
-86.18588951,17.37219397,3.909720828,Airtel,B,Central Library,26.40433247,75.87225631
-89.73438196,10.98148658,3.175432659,Vodafone Idea (Vi),C,Surya Mandir,26.40469763,75.87134436
-85.26538811,23.13246889,1.114773807,BSNL,D,Shakuntalam Cricket Ground,26.40611983,75.87090448
-64.86466694,21.87837292,8.596530932,Jio,A,Swimming Pool,26.40610062,75.86979941
-92.31069011,27.59748726,8.787166403,Airtel,B,Banasthali Airstrip,26.40782069,75.86939171
-76.88270341,27.80497106,9.67301948,Vodafone Idea (Vi),C,Shri Shanta Ashray,26.40401535,75.86522892
-103.1232272,17.33199577,0.120768366,BSNL,D,Sharda Mandir,26.40687898,75.86595849
-87.33928525,12.08715748,0.703876904,Jio,A,Shri Shanta Nikay,26.40005612,75.87741688
-101.002101,27.70276379,8.950917132,Airtel,B,Shri Shanta Ayanam,26.39930654,75.87637619
-83.02304709,21.00008499,7.268370143,Vodafone Idea (Vi),C,Shri Shanta Sanjavanam,26.39798036,75.87785676
-95.48883435,22.87342941,4.824501363,BSNL,D,Shri Shanta Uthjam,26.39713466,75.87677315
-102.9320042,27.51338873,4.542857763,Jio,A,Shri Shanta Sthanam,26.39682714,75.87629035
-82.71881047,10.29691075,4.362613702,Airtel,B,Shri Shanta Lok,26.39827827,75.87598995
-95.22927875,24.16119316,4.049953857,Vodafone Idea (Vi),C,Shri Shanta Teertham,26.39724037,75.87564662
-82.00576549,19.64967464,7.013327835,BSNL,D,Guest House,26.40128619,75.87829665
-107.4574089,11.35430191,3.326426685,Jio,A,Nav Mandir,26.4024778,75.87793187
-92.63287329,17.64234525,7.240296888,Airtel,B,Pragya Mandir,26.402276,75.87728814
-74.73926818,18.33632208,5.692739214,Vodafone Idea (Vi),C,Banasthali Book Centre,26.40242014,75.87611869
-92.73100005,13.79357982,6.022468334,BSNL,D,New Market,26.40111321,75.87550715
-88.82249634,23.22883144,8.921705053,Jio,A,Gaushala,26.40509162,75.87826446
-78.11860534,13.88696056,2.037063281,Airtel,B,Utkarsh Mandir,26.4051685,75.87637619
-77.91261035,14.80592855,6.212882841,Vodafone Idea (Vi),C,Shiksha Mandir,26.40548561,75.87559298
-100.3214393,24.09138982,5.336569997,BSNL,D,Vigyan Mandir,26.40462075,75.87386564
-70.5482247,13.31853396,1.414594138,Jio,A,Judo Centre,26.40054623,75.87250308
-90.77566857,11.83870333,9.38258408,Airtel,B,Shri Shanta Gram,26.40050779,75.87181643
-69.55083124,17.94858663,8.812167178,Vodafone Idea (Vi),C,Shri Shanta Kulum,26.40092101,75.87202028
-112.2603338,18.39157686,2.694367656,BSNL,D,Shri Shanta Alay,26.4016898,75.87032512
-63.07402237,20.47723882,0.593415477,Jio,A,Shri Shanta Nikunj,26.40241053,75.8718057
-87.50678182,20.83630616,1.838340544,Airtel,B,Shri Shanta Vishwa Needam,26.40259312,75.8710976
-79.16485876,25.83842051,9.592617646,Vodafone Idea (Vi),C,Mukteshwari Canteen,26.40323697,75.87082938
-64.7996532,14.57468265,7.273194698,BSNL,D,Horse Riding Ground,26.40571624,75.8735545
-69.80532743,23.76578052,9.516589781,Jio,A,Jeev Mandir,26.40492826,75.87310389
-105.4334702,26.1903263,8.012948347,Airtel,B,Central Library,26.40433247,75.87225631
-104.9238502,14.28391047,5.957713107,Vodafone Idea (Vi),C,Surya Mandir,26.40469763,75.87134436
-89.97407264,14.33173505,1.020312859,BSNL,D,Shakuntalam Cricket Ground,26.40611983,75.87090448
-80.83713186,20.74982849,1.244671764,Jio,A,Swimming Pool,26.40610062,75.86979941
-76.56088067,25.32059292,0.625840349,Airtel,B,Banasthali Airstrip,26.40782069,75.86939171
-82.63917528,11.20992186,9.929279969,Vodafone Idea (Vi),C,Shri Shanta Ashray,26.40401535,75.86522892
-111.4033566,15.53271694,1.395226201,BSNL,D,Sharda Mandir,26.40687898,75.86595849
-82.55775785,27.99341934,8.181234473,Jio,A,Shri Shanta Nikay,26.40005612,75.87741688
-66.43474806,14.69563496,9.654807335,Airtel,B,Shri Shanta Ayanam,26.39930654,75.87637619
-86.53859721,19.29649267,7.042831675,Vodafone Idea (Vi),C,Shri Shanta Sanjavanam,26.39798036,75.87785676
-75.01241958,29.40567913,1.739260983,BSNL,D,Shri Shanta Uthjam,26.39713466,75.87677315
-75.37228051,21.33051852,2.141995611,Jio,A,Shri Shanta Sthanam,26.39682714,75.87629035
-66.30505015,11.40228889,4.240618152,Airtel,B,Shri Shanta Lok,26.39827827,75.87598995
-116.2492355,10.51171206,1.475848823,Vodafone Idea (Vi),C,Shri Shanta Teertham,26.39724037,75.87564662
-95.8064169,17.81960336,2.526475659,BSNL,D,Guest House,26.40128619,75.87829665
-76.48317033,17.21118629,1.576844731,Jio,A,Nav Mandir,26.4024778,75.87793187
-72.14648706,12.08297127,5.205083029,Airtel,B,Pragya Mandir,26.402276,75.87728814
-92.90511431,22.76586097,9.186477417,Vodafone Idea (Vi),C,Banasthali Book Centre,26.40242014,75.87611869
-87.86635642,11.06289372,8.159400009,BSNL,D,New Market,26.40111321,75.87550715
-101.079217,17.88341092,2.620085764,Jio,A,Gaushala,26.40509162,75.87826446
-78.47897938,13.2909312,8.126929728,Airtel,B,Utkarsh Mandir,26.4051685,75.87637619
-84.40331505,21.3838659,5.29241653,Vodafone Idea (Vi),C,Shiksha Mandir,26.40548561,75.87559298
-104.1573701,21.39974061,3.509146284,BSNL,D,Vigyan Mandir,26.40462075,75.87386564
-85.55864213,14.36931172,4.822431928,Jio,A,Judo Centre,26.40054623,75.87250308
-106.5374528,23.88303434,0.8300857,Airtel,B,Shri Shanta Gram,26.40050779,75.87181643
-95.92937161,13.27193918,6.437666986,Vodafone Idea (Vi),C,Shri Shanta Kulum,26.40092101,75.87202028
-79.24996715,14.58470006,8.214768623,BSNL,D,Shri Shanta Alay,26.4016898,75.87032512
-81.72528755,25.55809306,6.24128477,Jio,A,Shri Shanta Nikunj,26.40241053,75.8718057
-68.58358643,26.75649287,1.698138796,Airtel,B,Shri Shanta Vishwa Needam,26.40259312,75.8710976
-74.01277987,26.56325258,3.331106208,Vodafone Idea (Vi),C,Mukteshwari Canteen,26.40323697,75.87082938
-79.02385991,19.39478092,2.915890179,BSNL,D,Horse Riding Ground,26.40571624,75.8735545
-107.3113112,11.48345736,9.457663692,Jio,A,Jeev Mandir,26.40492826,75.87310389
-90.5622196,17.96854396,6.814973302,Airtel,B,Central Library,26.40433247,75.87225631
-64.00982811,19.92296489,7.763335422,Vodafone Idea (Vi),C,Surya Mandir,26.40469763,75.87134436
-80.99582809,16.25630671,7.45444501,BSNL,D,Shakuntalam Cricket Ground,26.40611983,75.87090448
-81.56832451,12.06393725,3.765716572,Jio,A,Swimming Pool,26.40610062,75.86979941
-93.75182462,14.67409298,0.534864851,Airtel,B,Banasthali Airstrip,26.40782069,75.86939171
-90.74506056,23.77747453,6.016210604,Vodafone Idea (Vi),C,Shri Shanta Ashray,26.40401535,75.86522892
-80.81755177,16.8477262,3.14956813,BSNL,D,Sharda Mandir,26.40687898,75.86595849
-58.69605047,18.50464588,8.910787971,Jio,A,Shri Shanta Nikay,26.40005612,75.87741688
-82.06004121,15.35897776,0.242291966,Airtel,B,Shri Shanta Ayanam,26.39930654,75.87637619
-73.96496984,17.58115767,6.726174476,Vodafone Idea (Vi),C,Shri Shanta Sanjavanam,26.39798036,75.87785676
-85.56423008,15.43316328,6.475987918,BSNL,D,Shri Shanta Uthjam,26.39713466,75.87677315
-60.43936401,12.10277514,9.601418914,Jio,A,Shri Shanta Sthanam,26.39682714,75.87629035
-65.04983017,27.47688815,5.608204972,Airtel,B,Shri Shanta Lok,26.39827827,75.87598995
-70.82607148,15.81817495,8.020144332,Vodafone Idea (Vi),C,Shri Shanta Teertham,26.39724037,75.87564662
-84.21763288,21.24955217,5.207439514,BSNL,D,Guest House,26.40128619,75.87829665
-81.84437091,13.86764065,8.608112461,Jio,A,Nav Mandir,26.4024778,75.87793187
-101.9804525,19.0034841,4.655619706,Airtel,B,Pragya Mandir,26.402276,75.87728814
-113.1735516,24.70531118,8.039306621,Vodafone Idea (Vi),C,Banasthali Book Centre,26.40242014,75.87611869
-53.45484803,23.42324862,9.030613126,BSNL,D,New Market,26.40111321,75.87550715
-96.92116754,18.30482282,3.90007359,Jio,A,Gaushala,26.40509162,75.87826446
-75.03189286,24.74416111,1.015723915,Airtel,B,Utkarsh Mandir,26.4051685,75.87637619
-51.96755394,16.91517259,6.973527284,Vodafone Idea (Vi),C,Shiksha Mandir,26.40548561,75.87559298
-91.84574392,20.54064329,2.372858035,BSNL,D,Vigyan Mandir,26.40462075,75.87386564
-98.22994572,14.0839173,2.466334748,Jio,A,Judo Centre,26.40054623,75.87250308
-97.37602043,18.31159569,2.014219478,Airtel,B,Shri Shanta Gram,26.40050779,75.87181643
-86.45365749,10.49499043,9.614238497,Vodafone Idea (Vi),C,Shri Shanta Kulum,26.40092101,75.87202028
-85.13610474,13.4135778,7.932575314,BSNL,D,Shri Shanta Alay,26.4016898,75.87032512
-98.39753563,28.51091623,3.464091775,Jio,A,Shri Shanta Nikunj,26.40241053,75.8718057
-73.19970964,28.567207,4.049171288,Airtel,B,Shri Shanta Vishwa Needam,26.40259312,75.8710976
-94.15625263,16.71730246,8.688332505,Vodafone Idea (Vi),C,Mukteshwari Canteen,26.40323697,75.87082938
-75.52828053,16.09152862,5.453067703,BSNL,D,Horse Riding Ground,26.40571624,75.8735545
-92.04371273,21.85294461,2.828868182,Jio,A,Jeev Mandir,26.40492826,75.87310389
-71.31014355,28.61706379,2.709503788,Airtel,B,Central Library,26.40433247,75.87225631
-72.89683752,12.03215423,5.862514352,Vodafone Idea (Vi),C,Surya Mandir,26.40469763,75.87134436
-76.55893037,29.63448628,4.410753567,BSNL,D,Shakuntalam Cricket Ground,26.40611983,75.87090448
-93.57683696,17.14912055,1.612950628,Jio,A,Swimming Pool,26.40610062,75.86979941
-76.22794275,12.51825649,0.410524161,Airtel,B,Banasthali Airstrip,26.40782069,75.86939171
-74.2262897,23.32265957,9.769136607,Vodafone Idea (Vi),C,Shri Shanta Ashray,26.40401535,75.86522892
-73.87050734,16.85546488,2.471122916,BSNL,D,Sharda Mandir,26.40687898,75.86595849
-92.56185369,24.28831327,2.693255611,Jio,A,Shri Shanta Nikay,26.40005612,75.87741688
-68.62307626,26.06728764,2.584051577,Airtel,B,Shri Shanta Ayanam,26.39930654,75.87637619
-88.64124467,27.92175515,9.001504757,Vodafone Idea (Vi),C,Shri Shanta Sanjavanam,26.39798036,75.87785676
-60.5074732,10.76998137,5.201327288,BSNL,D,Shri Shanta Uthjam,26.39713466,75.87677315
-78.2609057,19.11796163,3.625231986,Jio,A,Shri Shanta Sthanam,26.39682714,75.87629035
-93.53454876,18.28905892,7.317134684,Airtel,B,Shri Shanta Lok,26.39827827,75.87598995
-80.90450516,14.12597734,6.890400602,Vodafone Idea (Vi),C,Shri Shanta Teertham,26.39724037,75.87564662
-81.94406558,23.87499873,3.757735459,BSNL,D,Guest House,26.40128619,75.87829665
-87.303431,27.15724514,4.872324759,Jio,A,Nav Mandir,26.4024778,75.87793187
-80.45626141,24.57006033,2.685498498,Airtel,B,Pragya Mandir,26.402276,75.87728814
-93.55133754,26.2168941,1.309503436,Vodafone Idea (Vi),C,Banasthali Book Centre,26.40242014,75.87611869
-95.31718903,21.04361016,8.971003411,BSNL,D,New Market,26.40111321,75.87550715
-76.51379919,28.57476405,0.73583009,Jio,A,Gaushala,26.40509162,75.87826446
-73.13596848,16.63182538,9.363163933,Airtel,B,Utkarsh Mandir,26.4051685,75.87637619
-77.13230327,26.49928596,3.942289254,Vodafone Idea (Vi),C,Shiksha Mandir,26.40548561,75.87559298
-71.6740966,26.15524089,0.058019199,BSNL,D,Vigyan Mandir,26.40462075,75.87386564
-69.02418833,27.04158071,3.490416869,Jio,A,Judo Centre,26.40054623,75.87250308
-94.20464755,21.3724393,1.415016188,Airtel,B,Shri Shanta Gram,26.40050779,75.87181643
-50.51092923,12.44090301,3.112692314,Vodafone Idea (Vi),C,Shri Shanta Kulum,26.40092101,75.87202028
-91.20281407,19.3517064,9.373980253,BSNL,D,Shri Shanta Alay,26.4016898,75.87032512
-75.47534341,28.95766573,7.563137469,Jio,A,Shri Shanta Nikunj,26.40241053,75.8718057
